family_code,workbook_role,workbook_name,worksheet_name,header_row,first_data_row,last_data_row,description_column,code_column,hex_column,confidence,reason
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,35,36,50,BQ,,,medium,"Description-like header 'stainless steel tubing - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series with parallel flow gland quench*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,37,38,50,BQ,,,medium,Description-like header 'stainless steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,38,39,50,BQ,,,medium,"Description-like header 'stainless steel tubing - cooling to pedestals, stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'."
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Pump Options,2,3,211,N,,,medium,"Description-like header '=table88[[#headers],[pump material]]'."
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Pump Options,2,3,211,X,,,medium,"Description-like header '=table6[[#headers],[casing material]]'."
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Pump Options,3,4,209,B,,,medium,Description-like header 'series'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Pump Options,3,4,209,C,,,medium,Description-like header 'size'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Price Options,2,3,211,N,,,medium,"Description-like header '=table88[[#headers],[pump material]]'."
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Price Options,2,3,211,X,,,medium,"Description-like header '=table6[[#headers],[casing material]]'."
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Price Options,3,4,209,B,,,medium,Description-like header 'series'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Price Options,3,4,209,C,,,medium,Description-like header 'size'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,53,B,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,7,H,,,medium,Description-like header 'series'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,7,I,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,115,L,,,medium,Description-like header 'impeller material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,10,R,,,medium,Description-like header 'series'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,10,T,,,medium,Description-like header 'shaft material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,7,AD,,,medium,Description-like header 'seal option'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,171,AI,,,medium,Description-like header 'seal option'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,6,7,160,AO,,,medium,Description-like header 'shaft sleeve material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,10,11,25,W,,,medium,Description-like header 'oiler options'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,14,15,160,AO,,,medium,Description-like header 'inboard rotating face material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,15,16,22,P,,,medium,Description-like header 'shaft sleeve material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,16,17,53,B,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,20,21,160,AO,,,medium,Description-like header 'inboard stationary face material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,22,23,53,B,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,29,30,53,B,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,33,34,53,B,,,medium,Description-like header 'casing material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Codependencies,39,40,160,AO,,,medium,Description-like header 'inboard hardware material'.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,12,D,CY,CY,high,Description-like header 'pump material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,12,F,CY,CY,high,Description-like header 'casing material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,11,AH,CY,CY,high,Description-like header 'impeller material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,9,AJ,CY,CY,high,Description-like header 'impeller wear ring material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,10,AN,CY,CY,high,Description-like header 'shaft material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,9,AT,CY,CY,high,Description-like header 'oiler options'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,6,BH,CY,CY,high,Description-like header 'seal option'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,11,BU,CY,CY,high,Description-like header 'shaft sleeve material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,7,BW,CY,CY,high,Description-like header 'inboard rotating face material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,8,BY,CY,CY,high,Description-like header 'inboard stationary face material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,9,CC,CY,CY,high,Description-like header 'inboard hardware material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,7,CE,CY,CY,high,Description-like header 'outboard rotating face material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,8,CG,CY,CY,high,Description-like header 'outboard stationary face material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,9,CK,CY,CY,high,Description-like header 'outboard hardware material'. Code-like header at CY3. Hex/code-like header at CY3.
DEAN,configuration_logic,PumpConfiguration_Logic.xlsm,Config Options,3,4,87,DM,CY,CY,high,Description-like header 'frame size'. Code-like header at CY3. Hex/code-like header at CY3.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,3,4,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,3,28,359,Q,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,4,5,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,5,6,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,6,7,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,7,8,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,8,9,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,9,10,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,10,11,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,11,12,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,12,13,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,13,14,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,14,15,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,15,16,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,16,17,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,17,18,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,18,19,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,19,20,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,20,21,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,21,22,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,22,23,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,23,24,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,24,25,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,25,26,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,26,27,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,27,28,360,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,28,29,360,B,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,28,30,359,Q,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,29,30,360,B,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,32,33,360,B,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,32,35,359,Q,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,33,34,360,B,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,MAIN,34,35,360,B,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,75,B,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,75,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,37,D,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,37,E,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,37,F,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,54,G,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,4,54,H,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,3,10,54,I,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,75,B,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,75,C,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,37,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,37,E,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,37,F,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,54,G,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,4,5,54,H,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,6,7,75,B,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,6,7,75,C,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,6,7,37,E,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,10,11,75,B,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,10,11,75,C,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,10,12,37,E,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,10,11,54,H,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,10,12,54,I,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,75,B,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,75,C,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,37,D,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,37,E,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,37,F,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,17,54,G,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,16,54,H,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,15,17,54,I,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,75,B,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,75,C,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,37,D,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,37,E,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,37,F,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,54,G,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,54,H,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,19,20,54,I,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,75,B,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,75,C,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,37,D,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,37,E,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,37,F,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,33,54,G,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,27,54,H,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,26,32,54,I,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,75,B,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,75,C,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,37,D,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,37,E,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,37,F,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,29,30,54,H,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,75,B,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,75,C,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,37,D,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,37,E,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,37,F,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,30,31,54,H,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,35,75,B,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,35,75,C,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,37,37,D,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,35,37,E,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,37,37,F,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,35,54,H,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,Constraints,34,35,54,I,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,483,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,403,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,179,F,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,466,J,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,489,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,467,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,469,Z,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,403,AC,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,406,AD,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,FULL LIST,2,3,470,AH,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,21,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,4,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,5,F,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,4,J,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,27,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,5,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,8,Z,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,4,AC,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,7,AD,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,4,AH,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1500,2,3,21,AP,,,medium,Description-like header 'size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,18,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,4,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,14,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,5,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,8,Z,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,4,AC,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,7,AD,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1530,2,3,4,AH,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,8,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,4,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,5,F,,,medium,Description-like header 'f_bearing_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,4,J,,,medium,Description-like header 'f_coupling_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,22,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,5,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,6,Z,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,4,AC,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,7,AD,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1600,2,3,4,AH,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,8,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,4,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,14,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,5,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,6,Z,,,medium,Description-like header 'f_pump_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,4,AC,,,medium,Description-like header 'f_seal_materials'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,7,AD,,,medium,Description-like header 'f_seal_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,1630,2,3,4,AH,,,medium,Description-like header 'f_shaft_material'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,2530,2,3,12,C,,,medium,Description-like header 'alt_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,2530,2,3,4,D,,,medium,Description-like header 'f_baseplate_option'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,2530,2,3,22,O,,,medium,Description-like header 'f_frame_size'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,2530,2,3,5,S,,,medium,Description-like header 'f_motoroption'.
FYBROC,attributes_and_constraints,Fybroc Attributes and Constraints.xlsx,2530,2,3,5,Z,,,medium,Description-like header 'f_pump_material'.
